city,year,weekofyear,week_start_date,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k
sj,2002,6,2/5/2002,0,297.7228571,297.8142857,293.3442857,299.6,296.3,24,76.72285714,0,14.73428571,2.2
sj,2002,7,2/12/2002,0,297.9885714,298.0642857,293.3657143,299.7,295.6,3.6,75.57714286,0,14.75428571,2.557142857
sj,2002,8,2/19/2002,0,298.1014286,298.2428571,293.5457143,300.6,296.1,3.9,75.93285714,0,14.93142857,3.142857143
sj,2002,9,2/26/2002,0,297.1657143,297.2357143,292,300.5,294.9,12.8,73.14714286,0,13.59285714,3.071428571
sj,2002,10,3/5/2002,0,297.09,297.1142857,292.2528571,299.4,294,7.8,74.42714286,0,13.78142857,2.771428571
sj,2002,11,3/12/2002,40.27,297.5928571,297.7285714,293.0814286,299.2,296.3,11.8,76.16857143,40.27,14.53,2.2
sj,2002,12,3/19/2002,0,297.9857143,298.0785714,293.2171429,299.8,295.6,0.6,74.91714286,0,14.62857143,3.071428571
sj,2002,13,3/26/2002,0,298.2757143,298.4785714,293.5428571,300.8,296.3,2.2,75.21571429,0,14.97,3.1
sj,2002,14,4/2/2002,49.74,298.08,298.3285714,294.0542857,301.6,295.9,17.8,78.56571429,49.74,15.46857143,3.571428571
sj,2002,15,4/9/2002,50.67,298.3228571,298.4428571,294.8314286,300.8,296.2,55.1,81.14142857,50.67,16.20857143,2.685714286
sj,2002,16,4/16/2002,0,297.0442857,297.0285714,292.0614286,299.5,294.8,22.4,73.84,0,13.63857143,2.657142857
sj,2002,17,4/23/2002,214.76,297.97,298.0714286,295.01,300.8,296.4,31,83.65714286,214.76,16.36857143,2.514285714
sj,2002,18,4/30/2002,74.01,298.5371429,298.4785714,295.1614286,300.3,296.7,18,81.70285714,74.01,16.53571429,2.814285714
sj,2002,19,5/7/2002,87.81,298.9642857,299.0928571,294.95,300.5,297.2,11,78.60714286,87.81,16.30857143,2.5
sj,2002,20,5/14/2002,0,298.9942857,299.1142857,294.4414286,300.6,297.2,9.3,76.08714286,0,15.78857143,2.4
sj,2002,21,5/21/2002,41.09,299.6671429,299.85,295.2742857,301.3,298.2,5.5,76.90142857,41.09,16.62714286,2.471428571
sj,2002,22,5/28/2002,3.99,299.7528571,299.9,295.38,302.4,297.7,8.2,77.09285714,3.99,16.75714286,2.571428571
sj,2002,23,6/4/2002,65.82,299.6014286,299.6642857,296.2157143,302.1,297.5,15.65,81.85142857,65.82,17.65857143,2.871428571
sj,2002,24,6/11/2002,84.35,299.8871429,299.9642857,296.3385714,302.2,297.8,17.55,81.04285714,84.35,17.76714286,3.185714286
sj,2002,25,6/18/2002,0,300.2214286,300.2071429,296.3971429,302.2,298.4,15.73,79.73,0,17.80142857,2.785714286
sj,2002,26,6/25/2002,5.94,299.8557143,299.95,295.99,301.8,298,24.1,79.50857143,5.94,17.35714286,2.471428571
sj,2002,27,7/2/2002,2.3,300.4114286,300.55,296.0628571,302.4,298.4,10.8,77.19857143,2.3,17.39857143,2.328571429
sj,2002,28,7/9/2002,22.49,300.0842857,300.1285714,296.0657143,301.8,298.2,11.65,78.74714286,22.49,17.43285714,2.457142857
sj,2002,29,7/16/2002,58.06,300.54,300.5857143,296.42,302.4,298.6,10.3,78.31142857,58.06,17.80857143,2.971428571
sj,2002,30,7/23/2002,1.07,300.5471429,300.6785714,295.9128571,302.5,298.8,7.09,75.86714286,1.07,17.26,2.614285714
sj,2002,31,7/30/2002,44.7,300.4314286,300.5285714,296.9871429,303,298.7,47.12,81.62285714,44.7,18.44714286,2.571428571
sj,2002,32,8/6/2002,39.52,301.0028571,301.2,296.7428571,303.3,298,9.36,77.78857143,39.52,18.20142857,3.514285714
sj,2002,33,8/13/2002,33.21,300.8928571,300.9857143,296.8971429,303,299.2,23.78,78.94428571,33.21,18.36428571,2.8
sj,2002,34,8/20/2002,22.89,300.7742857,300.8357143,296.8,302.9,298.8,39.62,79.09428571,22.89,18.24571429,2.442857143
sj,2002,35,8/27/2002,18.67,301.1371429,301.2571429,296.5414286,302.9,299.3,15,76.18857143,18.67,17.97285714,2.771428571
sj,2002,36,9/3/2002,109.38,300.6957143,300.7928571,296.6042857,302.8,299,46.4,78.60714286,109.38,18.09857143,2.3
sj,2002,37,9/10/2002,7.92,301.2228571,301.4071429,296.7228571,303.7,299.1,10.9,76.67857143,7.92,18.19142857,3.357142857
sj,2002,38,9/17/2002,57.98,301.2385714,301.2285714,297.1242857,303.1,299.4,27.5,78.48857143,57.98,18.65142857,2.6
sj,2002,39,9/24/2002,26.31,300.9871429,301.1071429,296.7328571,303.1,298.5,13.4,77.85142857,26.31,18.24428571,3.242857143
sj,2002,40,10/1/2002,73.11,301.0614286,301.1571429,297.1285714,303.2,299.5,20,79.28142857,73.11,18.67428571,2.428571429
sj,2002,41,10/8/2002,17.48,300.7285714,300.7071429,296.6942857,302.3,298.5,25.5,78.80857143,17.48,18.19142857,2.728571429
sj,2002,42,10/15/2002,91.69,300.47,300.6,296.4785714,302.5,298.6,23.5,78.94857143,91.69,17.95,2.6
sj,2002,43,10/22/2002,9.5,300.5485714,300.5285714,296.6357143,302.3,298.8,27,79.21714286,9.5,18.10428571,2.485714286
sj,2002,44,10/29/2002,33.29,300.5185714,300.55,296.24,302.4,298.4,34.7,77.62,33.29,17.68857143,2.585714286
sj,2002,45,11/5/2002,14.05,300.44,300.65,295.8528571,302.4,298.9,9.5,76.16714286,14.05,17.26571429,3.1
sj,2002,46,11/12/2002,0,300.5457143,300.7571429,295.4471429,302.3,298.7,7.6,73.78142857,0,16.81857143,2.685714286
sj,2002,47,11/19/2002,100.94,299.9828571,299.8857143,295.9428571,302.1,298.2,32.3,78.60571429,100.94,17.33857143,2.685714286
sj,2002,48,11/26/2002,11.61,300.0485714,300.1285714,296.0928571,302.3,297.8,22.77,78.96285714,11.61,17.51,2.485714286
sj,2002,49,12/3/2002,0,300.17,300.3142857,295.2057143,302,298,5.9,74.37285714,0,16.57857143,2.714285714
sj,2002,50,12/10/2002,7.32,299.8928571,299.9285714,294.9785714,301.4,298.3,7.45,74.51714286,7.32,16.32714286,1.771428571
sj,2002,51,12/17/2002,0,299.3785714,299.6,294.5771429,301.2,297.7,8.3,74.94285714,0,15.91857143,2.371428571
sj,2002,52,12/24/2002,6.58,298.6385714,298.8071429,294.8057143,301.1,296.7,19.7,79.48285714,6.58,16.16,2.785714286
sj,2003,1,1/1/2003,0,298.0414286,298.0857143,294.3814286,300.3,295.8,20.5,80.30857143,0,15.84571429,1.657142857
sj,2003,2,1/8/2003,0,298.6157143,298.7214286,294.6042857,300.7,296.8,36.6,78.67142857,0,15.94,2.042857143
sj,2003,3,1/15/2003,0,298.8614286,299.1214286,294.2171429,301.1,296,2.5,75.70285714,0,15.58714286,3.071428571
sj,2003,4,1/22/2003,0,299.0428571,299.35,294.2685714,301,297.4,3.6,75.01571429,0,15.6,2.7
sj,2003,5,1/29/2003,0,298.1814286,298.3571429,294.3371429,301.1,296.4,32.3,79.51714286,0,15.7,2.657142857
sj,2003,6,2/5/2003,25.2,298.2114286,298.3214286,294.2571429,300.9,296.4,18.4,78.84142857,25.2,15.63,2.7
sj,2003,7,2/12/2003,68.17,298.37,298.4357143,294.5771429,300.3,296.3,33.6,79.72428571,68.17,15.91428571,2.328571429
sj,2003,8,2/19/2003,0,298.78,299,294.0257143,300.9,297.3,9.7,75.07714286,0,15.37,2.657142857
sj,2003,9,2/26/2003,0,298.67,298.8357143,293.8542857,300.6,296.9,7.2,74.73428571,0,15.19428571,2.3
sj,2003,10,3/5/2003,0,298.7357143,298.9928571,293.4757143,300.7,296.9,0.5,72.69,0,14.87285714,3.014285714
sj,2003,11,3/12/2003,0,299.0042857,299.2714286,294.1085714,300.9,297.1,2.7,74.60857143,0,15.49,2.628571429
sj,2003,12,3/19/2003,0,298.8814286,299.0571429,293.4842857,300.8,297.4,1.8,72.13571429,0,14.88428571,2.428571429
sj,2003,13,3/26/2003,0,298.7528571,299.0357143,293.8014286,301.6,296.3,7.3,74.32571429,0,15.22142857,3.757142857
sj,2003,14,4/2/2003,0,298.9,299.0428571,294.3314286,301.9,296.8,7.5,76.13428571,0,15.73,3.371428571
sj,2003,15,4/9/2003,38.52,298.33,298.4071429,294.5428571,301.1,296.1,43.64,79.63571429,38.52,15.90142857,2.7
sj,2003,16,4/16/2003,5.96,298.7028571,298.7714286,295.0071429,301.3,296.8,23.5,80.24142857,5.96,16.38142857,2.742857143
sj,2003,17,4/23/2003,389.6,298.4457143,298.4214286,295.4828571,301.4,296.3,111.7,83.75142857,389.6,16.88571429,2.785714286
sj,2003,18,4/30/2003,26.56,299.1857143,299.4,295.4471429,302.3,296.8,15.2,80.07142857,26.56,16.83285714,3.085714286
sj,2003,19,5/7/2003,16.65,300.0385714,300.2071429,295.18,302.2,298.3,1.5,74.80857143,16.65,16.51714286,3.014285714
sj,2003,20,5/14/2003,10.86,299.5771429,299.7285714,294.6014286,301.5,297.7,7.7,74.23,10.86,15.93,2.714285714
sj,2003,21,5/21/2003,60.93,299.6342857,299.7071429,295.1842857,301.5,298,13.76,76.70428571,60.93,16.57285714,2.328571429
sj,2003,22,5/28/2003,111.7,299.5085714,299.6857143,296.0171429,301.8,297,28.3,81.29142857,111.7,17.42428571,2.4
sj,2003,23,6/4/2003,9.1,300.0914286,300.3357143,295.5557143,302.4,298.2,1.6,76.33428571,9.1,16.90142857,2.728571429
sj,2003,24,6/11/2003,18.25,299.7528571,299.8428571,295.3971429,301.6,297.8,20.1,77.14142857,18.25,16.75857143,2.714285714
sj,2003,25,6/18/2003,39.21,299.8857143,300.0142857,295.6314286,301.6,297.9,21.81,77.73142857,39.21,17.02285714,2.457142857
sj,2003,26,6/25/2003,17.92,299.9114286,300.1428571,296.3528571,301.9,298.5,18.4,80.98,17.92,17.75428571,2.4
sj,2003,27,7/2/2003,0,300.3557143,300.5,296.3628571,302,298.4,5.8,78.92857143,0,17.74428571,2.542857143
sj,2003,28,7/9/2003,10.83,299.9271429,299.9571429,296.1,301.8,298.1,44.04,79.65857143,10.83,17.48714286,2.542857143
sj,2003,29,7/16/2003,62.57,300.1542857,300.3428571,296.3157143,301.7,298.4,21.9,79.74428571,62.57,17.72428571,1.914285714
sj,2003,30,7/23/2003,0,300.5014286,300.4857143,296.2928571,302.6,298.2,13.4,77.8,0,17.65857143,2.8
sj,2003,31,7/30/2003,41.92,300.13,300.3,296.8942857,301.8,298.9,46.9,82.60142857,41.92,18.33857143,1.828571429
sj,2003,32,8/6/2003,28,300.38,300.5714286,296.79,302.1,298.8,22.5,80.84,28,18.21571429,2.257142857
sj,2003,33,8/13/2003,11.37,300.5128571,300.5785714,296.69,302.5,298.8,29.1,79.78857143,11.37,18.14571429,2.557142857
sj,2003,34,8/20/2003,42.46,300.7742857,300.7928571,296.6114286,302.8,298.9,31,78.25428571,42.46,18.06142857,2.785714286
sj,2003,35,8/27/2003,98.68,300.6685714,300.7285714,297.0485714,302.8,298.7,50.86,80.79714286,98.68,18.57142857,2.542857143
sj,2003,36,9/3/2003,86.4,300.6314286,300.75,297.4185714,302.7,298.7,63,82.78428571,86.4,18.96857143,2.185714286
sj,2003,37,9/10/2003,16.81,300.9671429,301.2285714,297.1085714,303.7,299,12.5,79.70428571,16.81,18.63571429,3.142857143
sj,2003,38,9/17/2003,38.7,301.1428571,301.4,296.7757143,304.3,298.8,13.9,77.36714286,38.7,18.29857143,3.457142857
sj,2003,39,9/24/2003,99.61,300.7914286,300.9142857,297.12,303.3,298.7,26.59,80.53,99.61,18.67857143,2.714285714
sj,2003,40,10/1/2003,78.94,301.1942857,301.4071429,297.2671429,303.5,299.5,11,79.35571429,78.94,18.82428571,2.9
sj,2003,41,10/8/2003,0.61,300.9328571,301.1,296.3842857,303.2,299.2,6.3,76.43571429,0.61,17.88428571,2.857142857
sj,2003,42,10/15/2003,118.5,300.6785714,300.8285714,296.94,302.9,298.3,97.7,80.25,118.5,18.48571429,2.514285714
sj,2003,43,10/22/2003,20.44,301.09,301.1571429,296.79,302.9,299,10.7,77.53142857,20.44,18.30142857,2.857142857
sj,2003,44,10/29/2003,96.7,300.9528571,301.1142857,296.6514286,303.4,298.6,17.08,77.56142857,96.7,18.15714286,2.8
sj,2003,45,11/5/2003,79.96,300.1628571,300.2357143,296,302.7,297.5,35.9,78.08,79.96,17.47,3.271428571
sj,2003,46,11/12/2003,97.28,300.0542857,300.05,296.6657143,301.7,298.3,92.1,81.82571429,97.28,18.16,2.3
sj,2003,47,11/19/2003,390.6,299.0728571,299.15,296.8314286,300.7,297.7,181.74,87.57571429,390.6,18.37,1.985714286
sj,2003,48,11/26/2003,16.2,298.8142857,298.9071429,295.76,301,297.2,38.7,83.41,16.2,17.22714286,2.357142857
sj,2003,49,12/3/2003,0,299.1071429,299.2428571,294.8085714,300.7,297.4,10.26,77.30857143,0,16.20428571,1.942857143
sj,2003,50,12/10/2003,182.81,299.1742857,299.1857143,295.0314286,301.5,297.5,50.6,78.23285714,182.81,16.46857143,2.142857143
sj,2003,51,12/17/2003,0,298.5557143,298.6071429,294.9928571,300.5,296.9,12.28,80.79714286,0,16.39,2.157142857
sj,2003,52,12/24/2003,1.96,299.0442857,299.1785714,295.0257143,300.8,297.2,9.14,78.68857143,1.96,16.37571429,2.7
sj,2004,1,1/1/2004,,,,,,,,,,,
sj,2004,2,1/8/2004,0,297.6485714,297.5714286,292.3742857,299.3,296.1,20.7,72.57714286,0,13.88142857,2.028571429
sj,2004,3,1/15/2004,36.07,297.8,297.9714286,293.8957143,299.5,296.5,20.2,78.94285714,36.07,15.25714286,2.171428571
sj,2004,4,1/22/2004,0,297.7285714,298.1071429,293.6657143,300.2,295.7,1.1,78.26428571,0,15.06142857,3.042857143
sj,2004,5,1/29/2004,0,297.56,297.6,292.8785714,300,295.8,2,75.42285714,0,14.39,2.457142857
sj,2004,6,2/5/2004,0,297.9714286,298.25,293.5371429,300.8,295.6,3.8,76.52285714,0,14.94142857,2.842857143
sj,2004,7,2/12/2004,0,298.3257143,298.5071429,293.5185714,299.8,297.3,3.04,74.65,0,14.87428571,1.985714286
sj,2004,8,2/19/2004,0,298.2885714,298.5714286,293.27,300.1,297.2,1.7,73.79142857,0,14.65285714,2.457142857
sj,2004,9,2/26/2004,0,297.5342857,297.9571429,293.6185714,300.6,295.8,19.92,79.02714286,0,15.00428571,2.628571429
sj,2004,10,3/4/2004,0,297.8242857,298.0571429,293.6457143,301.2,296,16.2,77.76142857,0,15.06571429,2.685714286
sj,2004,11,3/11/2004,0,297.5042857,297.6285714,292.1857143,300,296,6.27,72.30571429,0,13.67142857,2.228571429
sj,2004,12,3/18/2004,0,298.2542857,298.4285714,294.2514286,300.3,296,13.81,78.54714286,0,15.59142857,2.571428571
sj,2004,13,3/25/2004,0,298.32,298.6,293.9614286,300.1,297.3,11.1,76.87142857,0,15.33857143,2.285714286
sj,2004,14,4/1/2004,28.35,296.8942857,296.9214286,293.2814286,299.9,294.3,81.1,80.36571429,28.35,14.72142857,2.414285714
sj,2004,15,4/8/2004,0,297.7585714,298.0857143,293.3228571,300.9,295.6,11,76.44571429,0,14.75571429,3.2
sj,2004,16,4/15/2004,5.75,298.6942857,298.9071429,294.3328571,301.1,296.6,2.6,77.06,5.75,15.74857143,3.1
sj,2004,17,4/22/2004,23.59,298.66,298.8714286,293.1828571,300.7,297.2,13.8,71.95428571,23.59,14.66285714,2.571428571
sj,2004,18,4/29/2004,75.28,299.0642857,299.3285714,295.0485714,301.4,297.5,11.86,78.60285714,75.28,16.42,2.514285714
sj,2004,19,5/6/2004,9.57,299.09,299.2071429,294.38,301.1,297.3,20.56,75.38571429,9.57,15.75,2.3
sj,2004,20,5/13/2004,15.78,298.7657143,298.9142857,295.37,301.3,297.2,36.9,81.71142857,15.78,16.73,2.657142857
sj,2004,21,5/20/2004,96.99,298.1214286,298.1142857,295.1542857,300,296.5,79,83.83285714,96.99,16.52142857,1.771428571
sj,2004,22,5/27/2004,175.41,298.3657143,298.4571429,295.3471429,300.4,297.2,90.2,83.55,175.41,16.74,2
sj,2004,23,6/3/2004,13.51,300.0542857,300.2071429,296.4457143,302.2,298.2,5.36,80.91428571,13.51,17.88142857,2.9
sj,2004,24,6/10/2004,6.12,299.8171429,299.7571429,296.1014286,301.5,298,30.07,80.17714286,6.12,17.47571429,2.314285714
sj,2004,25,6/17/2004,13.07,300.0371429,300.1357143,296.5885714,302.5,297.8,20,81.56142857,13.07,17.98428571,3.242857143
sj,2004,26,6/24/2004,41.41,300.5371429,300.6428571,296.4157143,302.5,297.9,17,78.29714286,41.41,17.79428571,2.857142857
sj,2004,27,7/1/2004,28.37,300.6442857,300.6785714,296.5571429,302.5,298.4,32.2,78.48142857,28.37,17.95142857,2.614285714
sj,2004,28,7/8/2004,39.05,300.2585714,300.2571429,296.33,301.9,298.6,43.83,79.18142857,39.05,17.72857143,2.571428571
sj,2004,29,7/15/2004,59.15,300.5757143,300.6714286,296.7971429,302.4,299,15.8,79.99571429,59.15,18.25285714,2.2
sj,2004,30,7/22/2004,23.74,300.4014286,300.4,296.0957143,302.3,298.4,31.21,77.49857143,23.74,17.51,2.685714286
sj,2004,31,7/29/2004,40.86,300.2342857,300.2857143,296.8228571,302.1,298.5,31.51,81.80714286,40.86,18.30714286,2.571428571
sj,2004,32,8/5/2004,35.99,300.5885714,300.6428571,296.6,302.7,298.4,24.6,79.02571429,35.99,18.05285714,2.971428571
sj,2004,33,8/12/2004,20.92,300.9957143,301.2,296.4,302.9,299.2,14.1,76.17142857,20.92,17.81857143,2.657142857
sj,2004,34,8/19/2004,37.3,300.7942857,300.85,297.2685714,302.6,298.6,44.4,81.26428571,37.3,18.77428571,2.585714286
sj,2004,35,8/26/2004,20.3,300.9128571,301.05,297.0542857,302.6,298.7,13.5,79.68428571,20.3,18.53142857,2.642857143
sj,2004,36,9/2/2004,62.61,300.8614286,300.9,296.39,302.6,298.9,25.37,76.71142857,62.61,17.82285714,2.628571429
sj,2004,37,9/9/2004,42.51,300.9585714,301,297.15,302.8,299.3,33.4,79.86571429,42.51,18.71714286,2.342857143
sj,2004,38,9/16/2004,52.29,301.1,301.2571429,297.3042857,303.3,299.3,16,80.03285714,52.29,18.90428571,2.428571429
sj,2004,39,9/23/2004,245.73,299.7985714,299.9571429,297.0814286,302.9,297.7,254.95,85.33,245.73,18.64571429,2.542857143
sj,2004,40,9/30/2004,10.06,301.0285714,301.2071429,296.4785714,303.6,298.7,8.57,76.47142857,10.06,17.96428571,3.671428571
sj,2004,41,10/7/2004,34.73,300.68,300.6785714,296.5842857,302.5,298.9,35.7,78.47714286,34.73,18.07285714,2.557142857
sj,2004,42,10/14/2004,83.2,300.5085714,300.6785714,296.8642857,303.4,298.6,41.4,80.66571429,83.2,18.40285714,3.157142857
sj,2004,43,10/21/2004,10.82,300.6471429,300.8071429,296.2214286,302.7,299.2,18,76.92285714,10.82,17.69571429,2.442857143
sj,2004,44,10/28/2004,96.72,299.8928571,300.1571429,296.26,302.4,298.6,25.2,80.65571429,96.72,17.76428571,2.371428571
sj,2004,45,11/4/2004,105.49,299.67,299.9,295.3757143,301.8,298.2,31.2,77.53285714,105.49,16.81857143,2.4
sj,2004,46,11/11/2004,18.75,299.9214286,299.9714286,295.5985714,302.1,298.3,24.5,77.31142857,18.75,17.03857143,2.4
sj,2004,47,11/18/2004,122.87,298.5471429,298.5571429,295.5571429,300.4,296.9,145.8,83.62857143,122.87,17.00714286,1.857142857
sj,2004,48,11/25/2004,18.37,298.43,298.4571429,293.4557143,300,297,24.9,74.30285714,18.37,14.92142857,1.971428571
sj,2004,49,12/2/2004,0,298.7914286,298.9,293.74,300.3,297.6,2.71,73.75714286,0,15.16285714,2.114285714
sj,2004,50,12/9/2004,0,298.1642857,298.3642857,293.2742857,300.2,296.1,2.8,74.32571429,0,14.70857143,2.357142857
sj,2004,51,12/16/2004,5.54,298.8028571,298.95,295.2528571,300.8,297.5,29.32,80.88857143,5.54,16.62142857,2.242857143
sj,2004,52,12/23/2004,150.31,298.6828571,298.8714286,295.7414286,300.9,296.9,41.3,83.95285714,150.31,17.14857143,2.057142857
sj,2005,53,1/1/2005,,,,,,,,,,,
sj,2005,1,1/8/2005,0,297.5871429,297.6642857,292.7714286,299.5,296.1,21.68,74.77857143,0,14.26142857,1.957142857
sj,2005,2,1/15/2005,0,297.6,297.6142857,293.6671429,298.9,296.2,43.1,78.79857143,0,15.04285714,1.914285714
sj,2005,3,1/22/2005,14.67,297.3957143,297.5571429,294.3085714,299.4,295.8,76.36,83.05571429,14.67,15.67142857,1.914285714
sj,2005,4,1/29/2005,15.2,296.5357143,296.6142857,292.5128571,299,294.8,31.85,78.53857143,15.2,14.09142857,2.657142857
sj,2005,5,2/5/2005,0,296.1528571,296.1714286,292.2,297.8,294.3,31.8,78.64,0,13.77,1.971428571
sj,2005,6,2/12/2005,0,296.1014286,296.1714286,290.4671429,299.5,293.3,6.4,70.79571429,0,12.36285714,3.114285714
sj,2005,7,2/19/2005,0,296.3528571,296.4,291.0371429,298.7,293.4,5.3,72.24571429,0,12.80714286,3.085714286
sj,2005,8,2/26/2005,0,296.48,296.55,291.5842857,298,295,10.1,74.19142857,0,13.24142857,2.157142857
sj,2005,9,3/5/2005,0,297.2714286,297.45,293.2742857,300.3,295.5,5.92,78.66714286,0,14.75,2.957142857
sj,2005,10,3/12/2005,3.93,298.0614286,298.2214286,293.77,301.4,295.5,3.3,77.39285714,3.93,15.20428571,4.357142857
sj,2005,11,3/19/2005,0,297.8514286,297.9142857,292.7857143,301.6,294.8,0.3,73.58571429,0,14.28285714,4.257142857
sj,2005,12,3/26/2005,0,298.2471429,298.5,293.2171429,301.2,295.6,0.2,73.86714286,0,14.66857143,3.914285714
sj,2005,13,4/2/2005,0,299.0728571,299.3142857,294.4442857,301,297.3,0.2,75.73714286,0,15.78285714,2.8
sj,2005,14,4/9/2005,13.44,299.1071429,299.3642857,294.9285714,301.5,297.4,8,78.00285714,13.44,16.30428571,3.014285714
sj,2005,15,4/16/2005,33.69,299.19,299.3785714,294.9471429,301.9,296.8,23.7,77.65,33.69,16.31571429,3.385714286
sj,2005,16,4/23/2005,42.88,300.0128571,300.1071429,295.6485714,302.7,297.1,3.6,77.24285714,42.88,17.05571429,3.728571429
sj,2005,17,4/30/2005,234.13,298.9171429,299.0214286,295.5385714,301.6,296.4,98.5,81.75142857,234.13,16.96428571,3.585714286
sj,2005,18,5/7/2005,0,299.54,299.5642857,295.5542857,301.9,297.5,11,78.90714286,0,16.96285714,2.757142857
sj,2005,19,5/14/2005,38.66,299.9485714,299.9428571,295.3,301.8,297.9,10.11,75.69857143,38.66,16.67285714,2.914285714
sj,2005,20,5/21/2005,102.56,299.0657143,298.9857143,296.0757143,301.6,296.8,96,83.76285714,102.56,17.53285714,2.514285714
sj,2005,21,5/28/2005,156.94,299.8057143,300.0357143,296.9,303,297.1,145.7,84.33571429,156.94,18.48571429,3.071428571
sj,2005,22,6/4/2005,84.78,300.84,300.8785714,297.5985714,303.4,298.7,14.59,82.63,84.78,19.20714286,2.9
sj,2005,23,6/11/2005,32.02,301.1171429,301.1285714,296.6885714,303,299.4,4.5,76.94,32.02,18.16571429,2.571428571
sj,2005,24,6/18/2005,97.46,299.9814286,300.1071429,296.5442857,302.1,298.3,15.9,81.51571429,97.46,18.02857143,2.871428571
sj,2005,25,6/25/2005,8.36,301.3371429,301.3571429,297.4585714,304,298.5,4.2,79.71857143,8.36,19.04142857,3.514285714
sj,2005,26,7/2/2005,23.36,301.0885714,301.0785714,297.3142857,302.8,298.9,28.59,80.01285714,23.36,18.84571429,2.585714286
sj,2005,27,7/9/2005,42.06,301.2814286,301.2857143,297.3642857,303.7,299.2,32.4,79.37714286,42.06,18.88571429,2.942857143
sj,2005,28,7/16/2005,92.52,300.6671429,300.6214286,297,302.5,298.7,45.28,80.56142857,92.52,18.50857143,2.614285714
sj,2005,29,7/23/2005,39.49,300.8714286,300.8928571,296.9814286,303.1,298.8,31.9,79.48142857,39.49,18.48142857,2.442857143
sj,2005,30,7/30/2005,64.25,300.8528571,300.9214286,297.58,302.9,298.7,34.3,82.40857143,64.25,19.11428571,2.728571429
sj,2005,31,8/6/2005,80.34,301.1585714,301.1071429,297.2914286,303,299.3,54.1,79.62142857,80.34,18.83142857,2.871428571
sj,2005,32,8/13/2005,18.15,301.3485714,301.3785714,297.3671429,303.5,299.2,11.93,79.25285714,18.15,18.93857143,2.985714286
sj,2005,33,8/20/2005,29.86,301.4657143,301.4642857,297.1885714,303.7,299.2,21.1,77.74,29.86,18.72,3.414285714
sj,2005,34,8/27/2005,99.02,301.1785714,301.2214286,296.6928571,303.7,299.1,28.1,76.73428571,99.02,18.17428571,3.385714286
sj,2005,35,9/3/2005,77.05,301.2914286,301.3928571,297.2871429,303.4,299.5,30,79.08142857,77.05,18.86714286,3.185714286
sj,2005,36,9/10/2005,23.3,301.4657143,301.5142857,296.6428571,304.1,298.6,3.7,75.43857143,23.3,18.15714286,4.428571429
sj,2005,37,9/17/2005,43.57,302.2,302.1642857,297.7957143,304.3,299.9,11.9,77.27285714,43.57,19.44,3.385714286
sj,2005,38,9/24/2005,66.86,301.4957143,301.5142857,297,303.7,298.9,14.6,76.66142857,66.86,18.50571429,3.571428571
sj,2005,39,10/1/2005,36.86,301.1142857,301.3714286,297.1285714,304,298.8,38.4,79.08285714,36.86,18.70428571,3.542857143
sj,2005,40,10/8/2005,68.31,301.09,301.1285714,296.9571429,303.3,299.5,27.3,78.35142857,68.31,18.49857143,2.685714286
sj,2005,41,10/15/2005,157.83,299.8342857,300.0142857,296.5471429,303,297.9,60.4,82.26428571,157.83,18.03571429,2.542857143
sj,2005,42,10/22/2005,112.16,300.6242857,300.8785714,297.3271429,303.1,298,18.7,82.39,112.16,18.95857143,2.928571429
sj,2005,43,10/29/2005,20.75,300.6914286,300.7071429,297.3871429,303.1,298.7,70.3,82.42285714,20.75,18.99142857,2.442857143
sj,2005,44,11/5/2005,39.72,300.8414286,300.9428571,296.8314286,302.9,298.9,26.26,78.97,39.72,18.34,2.571428571
sj,2005,45,11/12/2005,27.22,300.6642857,300.7357143,296.7485714,302.6,299,20.43,79.32714286,27.22,18.22857143,2.128571429
sj,2005,46,11/19/2005,37.36,299.9714286,299.8142857,296.1942857,301.6,298,93.9,79.90142857,37.36,17.63857143,2.257142857
sj,2005,47,11/26/2005,14.49,299.4671429,299.5642857,295.1171429,301.4,298,40.81,77.24571429,14.49,16.54857143,2.585714286
sj,2005,48,12/3/2005,26.65,299.1828571,299.2357143,295.1242857,302.2,297.8,36.65,78.62428571,26.65,16.57142857,2.414285714
sj,2005,49,12/10/2005,0,298.5785714,298.5428571,293.0157143,300.5,295.9,11.2,71.45571429,0,14.50714286,2.742857143
sj,2005,50,12/17/2005,0,299.1314286,299.2428571,294.3328571,300.8,297.5,13.6,75.07571429,0,15.72142857,2.171428571
sj,2005,51,12/24/2005,0,298.44,298.65,294.1385714,300.9,296.5,20.64,77.31571429,0,15.53285714,2.528571429
sj,2006,52,1/1/2006,64.08,299.1471429,299.3071429,294.6828571,301.4,297.5,22.5,76.57857143,64.08,16.02714286,2.242857143
sj,2006,1,1/8/2006,16.27,298.6771429,298.8642857,293.8042857,300.3,297.2,5.76,74.50857143,16.27,15.20285714,2.1
sj,2006,2,1/15/2006,72.69,298.3328571,298.55,293.1085714,300.1,296.6,10.9,72.92857143,72.69,14.57142857,2.442857143
